player_id;player_name;age;country;height_cm;weight_lbs;position;overall;potential;Value_millions;pref_foot;weak_foot;skill_moves;international_reputation;Attacking_work_rate;Defensive_work_rate;body_type;club_country;club_name;club_overall
209667;Konstantinos Triantafyllopoulos;29;Greece;186;179;CB;67;67;0,85;Right;3;2;1;Medium; High;Normal (185+);Poland;Pogoń Szczecin;68
156675;Andrew Considine;35;Scotland;183;165;CB;67;67;0,275;Left;3;2;1;Medium; High;Normal (170-185);Scotland;St. Johnstone;65
260099;Shurandy Sambo;20;Netherlands;174;154;RB;66;79;2;Right;3;2;1;High; High;Normal (170-185);Netherlands;Sparta Rotterdam;67
269828;Sébastien Thill;28;Luxembourg;178;154;CAM;68;68;1,2;Left;2;3;1;Medium; Medium;Lean (170-185);Germany;Hansa Rostock;68
233476;Blás Miguel Riveros Galeano;24;Paraguay;178;157;LB;67;72;1,4;Left;3;3;1;High; Medium;Normal (170-185);Denmark;Brøndby;69
186116;Henri Lansbury;31;England;183;187;CM;67;67;0,825;Right;3;3;1;Medium; Medium;Normal (170-185);England;Luton Town;69
263685;Caleb Taylor;19;England;188;165;CB;66;77;1,7;Right;3;2;1;Low; High;Lean (185+);England;Cheltenham Town;64
231941;Dawid Szymonowicz;26;Poland;185;170;CB;66;68;0,925;Right;2;2;1;Medium; High;Lean (185+);Poland;Warta Poznań;64
241157;Théo Sainte-Luce;23;France;181;159;LB;67;73;1,5;Left;2;3;1;High; Medium;Lean (170-185);France;Montpellier;74
272902;Tomás Sultani;24;Argentina;185;172;GK;67;71;1,2;Right;3;1;1;Medium; Medium;Normal (185+);Argentina;Arsenal De Sarandi;65
238086;Moegamat Yusuf Maart;26;South Africa;167;143;CM;67;68;1,2;Left;2;3;1;High; High;Normal (170-);South Africa;Kaizer Chiefs;68
244486;Mustafa Eskihellaç;25;Turkey;175;159;RM;67;70;1,3;Right;1;3;1;Medium; Medium;Normal (170-185);Turkey;Kasimpaşa;71
189958;Eduardo Bedia Peláez;33;Spain;184;168;CM;67;67;0,625;Left;4;3;1;Low; High;Normal (170-185);India;Goa;60
274439;Anthony Baron;29;France;180;165;LB;67;67;0,9;Left;3;2;1;Medium; High;Normal (170-185);Switzerland;Servette;69
223751;Gideon Jung;27;Germany;189;168;CB;67;68;1;Right;3;2;1;High; Medium;Lean (185+);Germany;Spvgg Greuther Fürth;68
225543;Bradley Collins;25;England;184;152;GK;68;73;1,4;Right;2;1;1;Medium; Medium;Normal (170-185);England;Barnsley;65
213512;Guðmundur Þórarinsson;30;Iceland;183;165;LB;67;67;0;Left;4;3;1;Medium; Medium;Normal (170-185);Iceland;Iceland;70
229896;Jordi Calavera Espinach;26;Spain;180;168;RB;68;69;1,3;Right;3;3;1;High; Medium;Normal (170-185);Spain;Lugo;67
240648;Connor Isaac Metcalfe;22;Australia;183;154;CM;67;76;2,3;Left;4;2;1;High; Medium;Normal (170-185);Germany;St. Pauli;69
255240;José Alexis Doldán Aquino;25;Paraguay;178;165;CB;67;72;1,3;Left;4;2;1;Low; High;Normal (170-185);Venezuela;Estudiantes Mérida;65
206089;Cameron Alexander McGeehan;27;Northern Ireland;180;157;CM;67;68;1,2;Right;3;3;1;Medium; Medium;Normal (170-185);Belgium;Kv Oostende;68
215817;Dino Islamović;28;Montenegro;190;192;ST;67;67;1;Left;2;2;1;High; Low;Normal (185+);Korea Republic;Gangwon;65
218633;Fabian Piasecki;27;Poland;186;170;ST;67;68;1,2;Right;3;3;1;Medium; Medium;Normal (185+);Poland;Raków Częstochowa;68
252937;Gnantin Yann Gboho;21;France;178;141;CAM;67;76;2,3;Right;2;3;1;Medium; Medium;Lean (170-185);Belgium;Cercle Brugge;69
263434;Zahir Facundo Mansilla;23;Argentina;190;174;CB;65;74;1,5;Left;3;2;1;Low; Medium;Lean (185+);Argentina;Newell'S Old Boys;69
205578;Pierre-Yves Raffaella Michel Lucien Ngawa;30;Belgium;187;165;CB;67;67;0,825;Right;3;2;1;Medium; Medium;Normal (185+);Belgium;Oh Leuven;69
238346;Hamza Mendyl;24;Morocco;179;161;LB;66;71;1,2;Left;2;3;1;High; Medium;Normal (170-185);Belgium;Oh Leuven;69
240906;Bobby Adekanye;23;Netherlands;175;154;RM;66;72;1,4;Left;3;3;1;Medium; Medium;Normal (170-185);Netherlands;Go Ahead Eagles;66
244234;Aaron Opoku-Tiawiah;23;Germany;185;168;LM;67;72;1,5;Right;4;4;1;High; Medium;Lean (185+);Germany;Kaiserslautern;68
245770;Denis Mihai Drăguş;22;Romania;185;176;ST;67;73;1,7;Right;2;3;1;Medium; Low;Normal (185+);Italy;Genoa;71
246282;Salvador Ferrer Canals;24;Spain;184;161;RWB;67;71;1,4;Right;3;2;1;Medium; High;Normal (170-185);Italy;Spezia;73
272651;Thomas Christopher Cannon;19;Republic of Ireland;175;143;ST;62;76;0,95;Right;3;2;1;Medium; Medium;Normal (170-185);England;Preston North End;70
209675;Janoi Donacien;28;Saint Lucia;183;165;CB;67;68;0,975;Right;3;2;1;High; High;Normal (170-185);England;Ipswich Town;67
239627;Adam Zreľák;28;Slovakia;183;176;ST;66;66;0,875;Left;4;2;1;Medium; High;Normal (170-185);Poland;Warta Poznań;64
265740;Luis Fernando Garro Sánchez;25;Peru;175;165;RB;67;69;1,2;Right;3;2;1;Medium; Medium;Normal (170-185);Peru;Cienciano;67
251916;Pape Ndiaga Yade;22;Senegal;185;168;LM;67;74;2,1;Left;3;3;1;Medium; Medium;Stocky (185+);France;Troyes;72
261388;Espen Bjørnsen Garnås;27;Norway;190;185;CB;67;69;1,1;Right;2;2;1;Medium; Medium;Normal (185+);Norway;Lillestrøm;66
238093;Matías Nicolás Tagliamonte;24;Argentina;193;187;GK;67;72;1,2;Left;3;1;1;Medium; Medium;Normal (185+);Argentina;Racing Club;74
250893;Laros Duarte;25;Netherlands;180;148;CM;67;70;1,3;Right;4;2;1;Medium; Medium;Normal (170-185);Netherlands;Fc Groningen;67
251149;Aníbal Leguizamón Espínola;30;Argentina;182;183;CB;67;67;0,825;Right;3;2;1;Medium; Medium;Normal (170-185);Ecuador;Emelec;67
251917;José Luis Marrufo Jiménez;26;Venezuela;183;179;CB;67;72;1,3;Left;2;2;1;Low; Medium;Normal (170-185);Venezuela;Deportivo Táchira;63
200718;Per Johan Gustav Hammar;28;Sweden;197;185;CB;67;68;0,975;Right;3;2;1;Medium; Medium;Lean (185+);Sweden;Häcken;67
228366;Macaulay Gillesphey;26;England;188;154;CB;65;67;0,775;Left;3;2;1;Medium; High;Lean (185+);England;Plymouth Argyle;66
236046;Ivan Zlobin;25;Russia;191;185;GK;67;72;1,2;Right;2;1;1;Medium; Medium;Normal (185+);Portugal;Famalicão;70
256782;Sebastian Nanasi;20;Sweden;178;157;LM;66;80;2,1;Right;3;3;1;Medium; Medium;Normal (170-185);Sweden;Malmö Ff;69
263439;Paulo Guilherme Gonçalves Bernardo;20;Portugal;180;165;CM;67;81;2,4;Right;4;3;1;Medium; Low;Normal (170-185);Portugal;Paços De Ferreira;69
264207;Ismaël Koné;20;Canada;188;168;CM;67;80;2,4;Right;4;3;1;High; Medium;Lean (185+);England;Watford;73
200463;Tim Melia;36;United States;185;192;GK;67;67;0,11;Right;2;1;1;Medium; Medium;Normal (185+);United States;Sporting Kc;69
244751;Senou Coulibaly;27;Mali;193;176;CB;68;68;1,1;Right;2;2;1;Low; High;Normal (185+);France;Dijon;67
245263;Alfredo Horacio Stephens Francis;27;Panama;181;172;ST;67;67;1,1;Right;3;3;1;High; Medium;Normal (170-185);Venezuela;Academia Puerto Cabello;67
183567;Erwin Mulder;33;Netherlands;193;194;GK;67;67;0,325;Right;3;1;1;Medium; Medium;Normal (185+);Netherlands;Go Ahead Eagles;66
194319;Danny Ward;31;England;180;159;ST;68;68;1;Left;4;3;1;High; High;Normal (170-185);England;Huddersfield Town;69
262672;Noah Weißhaupt;20;Germany;181;159;LM;66;77;1,9;Right;3;3;1;Medium; Medium;Normal (170-185);Germany;Sc Freiburg;76
225040;Daniele Liotti;28;Italy;180;165;LB;68;68;1,1;Left;3;2;1;Medium; Medium;Normal (170-185);Italy;Reggina;69
240912;George Johnston;23;Scotland;181;172;CB;67;72;1,4;Left;2;2;1;High; Medium;Normal (170-185);England;Bolton Wanderers;65
195088;Miloš Ninković;37;Serbia;180;168;CAM;68;68;0,4;Right;3;4;1;Medium; Medium;Lean (170-185);Australia;Western Sydney Wanderers;66
196881;José Manuel Velázquez Rodríguez;31;Venezuela;184;174;CB;67;67;0,7;Right;4;2;1;Medium; High;Stocky (170-185);Portugal;Arouca;69
222225;Strahil Venkov Popov;31;Bulgaria;186;170;RB;68;68;0,875;Right;3;3;1;High; Medium;Lean (185+);Turkey;Ümraniyespor;68
225553;Branko Jovičić;29;Serbia;179;163;CDM;67;67;0,875;Right;3;2;1;Medium; High;Normal (170-185);Austria;Lask Linz;70
227601;Carl Adam Andersson;25;Sweden;176;150;RB;67;70;1,2;Right;4;2;1;High; Medium;Lean (170-185);Denmark;Randers;67
260369;Luca Kerber;20;Germany;181;170;CM;67;76;2,2;Right;3;2;1;Medium; Medium;Normal (170-185);Germany;Saarbrücken;66
264210;Muhammed Gümüşkaya;21;Turkey;177;146;LM;67;77;2,3;Left;3;3;1;High; High;Lean (170-185);Belgium;Westerlo;68
271378;Nermin Karić;22;Sweden;183;170;CM;65;72;1,4;Right;3;2;1;Medium; Medium;Normal (170-185);Italy;Benevento;69
227602;Favio Enrique Álvarez;29;Argentina;184;165;CAM;67;67;1;Right;3;4;1;Low; Low;Normal (170-185);Argentina;Talleres Córdoba;71
242194;Christian Andrés Almeida Rodríguez;32;Uruguay;170;143;LB;67;67;0,7;Left;3;2;1;Low; High;Normal (170-);Uruguay;Nacional;69
184338;Giuseppe Bellusci;32;Italy;184;176;CB;67;67;0,65;Right;3;2;1;High; Medium;Normal (170-185);Italy;Ascoli;69
196883;José Luis Granados Asprilla;35;Venezuela;182;172;LB;67;67;0,325;Left;2;2;1;High; Low;Lean (170-185);Venezuela;Academia Puerto Cabello;67
202771;Joseph Peter Newell;29;England;185;157;CM;67;67;1;Left;3;3;1;Medium; Medium;Lean (185+);Scotland;Hibernian;67
204307;Julian Korb;30;Germany;177;154;RB;67;67;0,875;Right;2;3;1;High; Medium;Lean (170-185);Germany;Holstein Kiel;69
211987;Robin Yalçın;28;Germany;183;170;RB;67;67;0,925;Right;3;2;1;Medium; Medium;Normal (170-185);Turkey;Sivasspor;69
214035;Jefersson Justino Martínez Valverde;28;Colombia;188;187;GK;67;69;0,875;Right;2;1;1;Medium; Medium;Normal (185+);Colombia;Junior;67
229907;Julian Lelieveld;24;Netherlands;178;152;RWB;67;71;1,4;Right;3;2;1;Medium; Medium;Lean (170-185);Netherlands;Rkc Waalwijk;66
261139;Ramón Martínez López;26;Paraguay;187;194;CDM;67;70;1,2;Right;3;3;1;Medium; High;Normal (185+);Paraguay;Olimpia;70
254996;Thibaut Vargas;22;France;175;161;RB;67;78;2,2;Right;4;2;1;Medium; Medium;Normal (170-185);France;Nîmes;67
256532;Gonzalo Andrés Tapia Dubournais;20;Chile;177;161;RM;65;77;1,7;Right;3;3;1;High; Medium;Normal (170-185);Chile;Universidad Católica;71
220693;João Afonso Crispim;27;Brazil;181;168;CDM;67;67;0,95;Right;3;2;1;Medium; Medium;Normal (170-185);Portugal;Marítimo;70
222229;양형모 梁瀅模;30;Korea Republic;185;185;GK;68;68;0,8;Left;3;1;1;Medium; Medium;Normal (185+);Korea Republic;Suwon Bluewings;67
223253;Eirik Haugan;24;Norway;180;154;CB;67;69;1,2;Right;2;2;1;Medium; Medium;Normal (170-185);Norway;Molde;68
224021;Oluwaseyi Babajide Ojo;25;England;179;179;RM;67;70;1,3;Left;3;3;1;Medium; Low;Normal (170-185);Wales;Cardiff City;68
229397;Miguel Angel Vargas Mañan;26;Chile;184;176;GK;68;72;1,3;Right;2;1;1;Medium; Medium;Normal (170-185);Peru;Cienciano;67
169493;Frank Fielding;34;England;180;168;GK;67;67;0,17;Right;3;1;1;Medium; Medium;Stocky (170-185);England;Stoke City;70
241173;Lyle Brent Foster;21;South Africa;185;154;ST;67;74;2,1;Right;3;3;1;High; High;Normal (185+);England;Burnley;73
251413;Alexander Schmidt;24;Austria;193;194;ST;67;71;1,5;Right;3;2;1;Medium; Medium;Normal (185+);Portugal;Vizela;69
215574;Erdal Rakip;26;North Macedonia;178;157;CM;67;68;1,2;Right;2;3;1;High; High;Normal (170-185);Turkey;Antalyaspor;71
226583;Sotirios Papagiannopoulos;31;Sweden;190;194;CB;68;68;0,825;Right;4;2;1;Medium; Medium;Normal (185+);Sweden;Aik;67
228887;Tomislav Mrčela;31;Australia;195;194;CB;66;66;0,575;Right;3;2;1;Medium; Medium;Lean (185+);Australia;Western Sydney Wanderers;66
234007;Claudio Igor Mouria Silva;30;Brazil;183;172;CAM;67;67;0,975;Right;3;2;1;Medium; Low;Normal (170-185);Brazil;Santos;73
235799;Abdoulaye Sissako;24;France;186;179;CM;67;72;1,5;Right;3;2;1;Medium; Medium;Normal (185+);Belgium;Zulte-Waregem;68
243223;Nicolas Martin Hautorp Madsen;22;Denmark;192;168;CDM;67;74;1,9;Right;3;2;1;Medium; Medium;Lean (185+);Belgium;Westerlo;68
264728;Ahmetcan Kaplan;19;Turkey;190;187;CB;67;79;2,3;Left;2;2;1;Medium; Medium;Normal (185+);Netherlands;Ajax;78
270104;Adel Bettaieb;25;Tunisia;184;172;ST;67;70;1,4;Right;4;3;1;Medium; Low;Normal (170-185);Turkey;Ümraniyespor;68
212248;Felix Lohkemper;27;Germany;179;168;ST;66;66;0,925;Right;3;3;1;Medium; Medium;Normal (170-185);Germany;Nürnberg;69
226584;Pablo Mauricio Aránguiz Salazar;25;Chile;172;143;CAM;67;69;1,3;Right;3;4;1;High; Medium;Lean (170-185);Chile;Ñublense;67
229912;Josh Emmanuel;24;England;180;176;RB;67;72;1,4;Right;3;3;1;High; Medium;Stocky (170-185);England;Grimsby Town;61
245528;Eduardo David Espiau Hernández;27;Spain;185;185;ST;68;68;1,3;Right;3;3;1;Medium; Low;Stocky (185+);Spain;Ponferradina;68
253464;Malthe Højholt;21;Denmark;182;148;CDM;67;75;2,2;Right;3;2;1;High; High;Lean (170-185);Denmark;Aab;67
262425;Miguel Muñoz Mora;27;Spain;180;179;CM;67;68;1,2;Right;3;2;1;Medium; Medium;Normal (170-185);Spain;Burgos;69
262937;Jackson Tchatchoua;21;Belgium;186;168;RWB;68;78;2,6;Right;4;2;1;High; Low;Stocky (185+);Belgium;Sporting Charleroi;69
204825;Ben Wilson;29;England;190;168;GK;66;66;0,575;Right;3;1;1;Medium; Medium;Normal (185+);England;Coventry City;70
207641;Bryan Paul Carrasco Santos;31;Chile;172;157;RW;67;67;0,85;Right;3;3;1;High; Medium;Lean (170-185);Chile;Palestino;67
225305;Sinan Gümüş;28;Germany;179;161;RM;67;67;1;Left;3;3;1;Low; Low;Normal (170-185);Turkey;Antalyaspor;71
240409;Dimitrios Kolovetsios;30;Greece;183;170;CB;67;67;0,825;Left;3;2;1;Medium; High;Normal (170-185);Turkey;Kayserispor;69
262426;Mohamed Aidara;25;Côte d'Ivoire;186;176;CB;67;71;1,3;Right;2;2;1;Low; Medium;Normal (185+);Portugal;Vizela;69
262938;Stelios Andreou;19;Cyprus;188;172;CB;66;76;1,7;Right;3;2;1;Low; High;Normal (185+);Belgium;Sporting Charleroi;69
271386;Abdulkerim Çakar;21;Germany;176;154;RM;67;74;2,1;Right;3;3;1;Medium; Low;Normal (170-185);Turkey;Gaziantep F.K.;66
228378;Antonino La Gumina;26;Italy;182;159;ST;70;72;2;Right;3;3;1;High; Medium;Normal (170-185);Italy;Benevento;69
234522;Jeppe Møldrup Okkels;22;Denmark;183;165;LW;67;75;2,3;Right;3;3;1;High; Medium;Normal (170-185);Sweden;Elfsborg;66
245274;Patrik Sigurður Gunnarsson;21;Iceland;190;185;GK;67;75;2;Right;3;1;1;Medium; Medium;Lean (185+);Norway;Viking;66
246298;Kalidou Sidibé;23;France;200;187;CDM;67;72;1,4;Right;3;2;1;Medium; High;Lean (185+);France;Quevilly Rouen;65
255258;Óscar Clemente Mues;23;Spain;175;148;LM;67;76;2,3;Left;3;3;1;Medium; Medium;Normal (170-185);Spain;Las Palmas;72
272923;Lucas Paul de los Santos Ruiz Díaz;20;Uruguay;182;159;CDM;67;75;2,1;Right;3;3;1;Medium; Medium;Normal (170-185);Uruguay;Defensor Sporting;66
211739;Erdoğan Yeşilyurt;28;Germany;175;159;RM;66;66;0,85;Right;5;3;1;Medium; Low;Lean (170-185);Turkey;Sivasspor;69
214299;Rafael Antonio Caroca Cordero;32;Chile;175;165;CB;66;66;0,55;Right;3;3;1;Medium; High;Normal (170-185);Chile;Ñublense;64
243995;Emmanuel Addoquaye Lomotey;24;Ghana;190;174;CDM;67;74;1,9;Right;2;2;1;Medium; Medium;Normal (185+);Sweden;Malmö Ff;69
263452;Turgay Gemicibaşi;26;Turkey;180;154;CDM;67;69;1,1;Left;3;2;1;High; Medium;Normal (170-185);Turkey;Kasimpaşa;71
203292;Oliver Turton;29;England;180;165;RWB;67;67;0,9;Right;3;2;1;Medium; High;Normal (170-185);England;Huddersfield Town;69
205596;James Husband;28;England;179;143;LB;67;67;0,925;Left;3;2;1;Medium; Medium;Normal (170-185);England;Blackpool;68
172316;Jorge Andújar Moreno;35;Spain;177;163;RB;69;69;0,425;Right;4;3;2;High; Medium;Lean (170-185);Spain;Ud Ibiza;68
245020;Joseph Hungbo;22;England;173;154;RW;66;72;1,4;Left;3;3;1;High; Medium;Lean (170-185);England;Huddersfield Town;69
246300;Brayan Emanuel Vera Ramírez;23;Colombia;180;163;LB;68;75;2,3;Left;2;2;1;Medium; High;Normal (170-185);United States;Real Salt Lake;68
251420;Tyrese Momodu Fornah;22;England;185;159;CM;67;73;1,6;Right;3;3;1;Medium; High;Normal (185+);England;Reading;69
247325;Cade Dylan Cowell;18;United States;182;165;LM;67;82;2,4;Right;3;2;1;Medium; Medium;Stocky (170-185);United States;San Jose Earthquakes;69
250909;Jan Hendrik Marx;27;Germany;171;150;RWB;67;68;1,1;Right;4;2;1;High; Low;Normal (170-185);Germany;Eintracht Braunschweig;67
255773;Nicolás Sosa Sánchez;26;Uruguay;177;152;ST;67;70;1,3;Right;2;2;1;High; Low;Normal (170-185);Argentina;Banfield;68
194077;Veysel Sarı;33;Turkey;184;168;CB;67;67;0,475;Right;2;2;1;Medium; High;Normal (170-185);Turkey;Antalyaspor;71
261661;Mathias Fixelles;25;Belgium;181;172;CDM;67;72;1,4;Right;3;2;1;High; Medium;Normal (170-185);Belgium;Westerlo;68
225054;Anthony Kalik;24;Australia;180;159;CAM;67;71;1,5;Right;3;2;1;High; High;Normal (170-185);Croatia;Hajduk Split;71
246814;Ísak Bergmann Jóhannesson;19;Iceland;180;159;CM;67;82;2,4;Left;3;3;1;High; High;Lean (170-185);Denmark;København;72
269599;Juan Carlos Gauto;18;Argentina;170;146;LM;62;77;0,925;Right;3;3;1;High; Medium;Lean (170-);Argentina;Huracán;70
273951;Agustín Nicolás Dattola;23;Argentina;190;185;CB;67;72;1,4;Right;2;2;1;Low; Medium;Lean (185+);Argentina;Barracas Central;67
223007;Mauro Coppolaro;25;Italy;189;176;RB;67;69;1,2;Right;4;3;1;Medium; High;Stocky (185+);Italy;Modena;68
236831;Aaron Seydel;26;Germany;199;198;ST;67;68;1,2;Left;4;3;1;Medium; Medium;Unique;Germany;Darmstadt 98;70
248863;Hernán Luis Rodríguez Rodríguez;25;Bolivia;174;165;CM;67;69;1,3;Left;2;2;1;High; Medium;Lean (170-185);Bolivia;Guabirá;65
198688;Peïlé Florentin Pogba;31;Guinea;192;205;CB;67;67;0,7;Left;3;2;1;Medium; Medium;Stocky (185+);India;Atk Mohun Bagan;63
218656;Sascha Mockenhaupt;30;Germany;187;185;CB;67;67;0,825;Right;2;2;1;High; Medium;Normal (185+);Germany;Wehen Wiesbaden;65
251168;Nihad Mujakić;24;Bosnia and Herzegovina;189;172;CB;66;70;1,1;Left;3;2;1;Medium; Medium;Normal (185+);Turkey;Ankaragücü;70
253472;Eric Andre Kahl;20;Sweden;178;152;LWB;67;74;1,9;Left;2;3;1;Medium; Medium;Normal (170-185);Denmark;Agf;68
193056;Rangelo Maria Janga;30;Curacao;194;194;ST;66;66;0,85;Right;3;2;1;High; Medium;Normal (185+);Romania;Cfr Cluj;68
265761;Cristian Volpato;18;Italy;187;172;CAM;67;85;2,6;Left;3;3;1;Medium; Medium;Normal (185+);Italy;Roma;80
269089;José Martínez Marsà;20;Spain;183;150;CB;67;80;2,3;Left;3;2;1;Medium; Medium;Lean (170-185);Spain;Sporting Gijón;69
175393;Juan Carlos Arce Justiniano;37;Bolivia;176;137;CAM;66;66;0,275;Right;3;4;1;High; Medium;Lean (170-185);Bolivia;Blooming;64
242209;Ángel Leonardo Rodríguez Güelmo;29;Uruguay;174;159;CDM;67;67;0,875;Right;3;3;1;Medium; High;Normal (170-185);Peru;César Vallejo;66
245537;Emil Konradsen Ceïde;20;Norway;175;157;LW;67;76;2,2;Right;2;4;1;High; Low;Lean (170-185);Italy;Sassuolo;75
193569;Tom Lees;31;England;185;165;CB;69;69;0,95;Right;2;2;1;Low; Medium;Normal (185+);England;Huddersfield Town;69
270370;André Lourenço Duarte;24;Portugal;195;194;CB;66;71;1,2;Right;2;2;1;Medium; Medium;Normal (185+);Romania;U Craiova 1948;65
252962;Miguel Isaías Jacquet Duarte;27;Paraguay;179;165;CB;67;69;1,1;Right;3;2;1;Low; Medium;Normal (170-185);Argentina;Platense;68
189730;Francesco Di Tacchio;32;Italy;186;179;CM;67;67;0,8;Left;3;2;1;Medium; High;Stocky (185+);Italy;Ternana;68
266531;Matías Iván Alfonso Colina;22;Paraguay;171;150;CM;67;73;1,6;Left;3;2;1;Medium; Medium;Normal (170-185);Uruguay;River Plate;65
271395;Ivan Prtajin;26;Croatia;189;192;ST;67;69;1,3;Right;3;2;1;Medium; Medium;Normal (185+);Germany;Wehen Wiesbaden;65
223011;François-Joseph Sollacaro;28;France;182;168;GK;67;69;0,875;Right;2;1;1;Medium; Medium;Normal (170-185);France;Ajaccio;70
163619;Jonathan Hayes;34;Republic of Ireland;173;161;LB;67;67;0,375;Left;4;3;1;High; High;Normal (170-185);Scotland;Aberdeen;66
242467;Diego Valdes Giraldo;31;Colombia;178;168;ST;67;67;0,85;Right;3;3;1;Medium; Medium;Normal (170-185);Colombia;Rionegro Águilas;69
243235;Olivier Mbaissidara Mbaizo;24;Cameroon;178;154;RB;67;71;1,4;Right;2;2;1;High; Medium;Normal (170-185);United States;Philadelphia Union;70
243491;César Gelabert Piña;21;Spain;182;161;CM;65;76;1,6;Right;4;3;1;High; Low;Lean (170-185);Spain;Mirandés;67
200228;Bruno González Cabrera;32;Spain;184;176;CB;67;67;0,65;Right;3;2;1;Medium; Medium;Normal (170-185);Spain;Sporting Gijón;69
231460;Roberto Emanuel Oliveira Alves;25;Switzerland;180;159;CAM;67;72;1,5;Left;3;2;1;Medium; Medium;Normal (170-185);Poland;Radomiak Radom;66
263205;Barış Alper Yılmaz;22;Turkey;186;159;RM;67;75;2,3;Right;2;3;1;High; High;Lean (185+);Turkey;Galatasaray;76
266277;Vahan Bichakhchyan;22;Armenia;172;150;CAM;67;72;1,6;Left;3;3;1;Medium; Medium;Normal (170-185);Poland;Pogoń Szczecin;68
270885;Mor Ndiaye;21;Senegal;185;172;CDM;67;77;2,2;Right;4;2;1;High; High;Lean (185+);Portugal;Estoril;70
272677;Brayan Gil Hurtado;21;El Salvador;185;165;ST;67;78;2,3;Right;3;2;1;Medium; Medium;Normal (185+);Colombia;Deportes Tolima;69
274213;Danijel Lončar;25;Croatia;189;185;CB;67;71;1,3;Right;2;2;1;Medium; Medium;Normal (185+);Poland;Pogoń Szczecin;68
209701;Joey Pelupessy;29;Netherlands;172;139;CDM;67;67;0,875;Right;2;2;1;Low; Medium;Normal (170-185);Netherlands;Fc Groningen;67
172837;Enrico Alfonso;34;Italy;191;187;GK;67;67;0,17;Right;3;1;1;Medium; Medium;Normal (185+);Italy;Spal;68
238885;Matheus Aiás Barrozo Rodrigues;25;Brazil;175;159;ST;67;70;1,4;Right;5;3;1;High; Medium;Normal (170-185);Spain;Racing Santander;67
240677;Martin Skjelbreid Ellingsen;27;Norway;180;165;CDM;66;67;0,875;Left;3;3;1;Medium; Medium;Normal (170-185);Norway;Molde;68
241445;Nelson Sissoko;25;France;178;150;RB;67;72;1,4;Right;2;2;1;Medium; Medium;Lean (170-185);France;Quevilly Rouen;65
264230;Óscar Ureña García;19;Spain;180;165;RM;67;78;2,2;Right;3;4;1;High; Medium;Normal (170-185);Spain;Fc Cartagena;70
269862;Valon Ethemi;24;North Macedonia;179;152;LW;67;70;1,4;Right;3;3;1;High; Low;Normal (170-185);Turkey;İstanbulspor;64
213030;Jordan Marié;30;France;177;161;CM;67;67;0,975;Right;3;3;1;Medium; Medium;Lean (170-185);France;Dijon;67
223014;Mathias Hebo Rasmussen;26;Denmark;190;165;CM;67;68;1,2;Right;3;3;1;High; Medium;Lean (185+);Poland;Cracovia Kraków;65
208679;Robin Himmelmann;33;Germany;187;176;GK;68;68;0,4;Right;2;1;1;Medium; Medium;Normal (185+);Germany;Holstein Kiel;69
226087;Víctor García Marín;28;Spain;180;163;LWB;67;67;0,925;Left;2;3;1;Medium; Medium;Normal (170-185);Poland;Śląsk Wrocław;65
235303;Kamil Pestka;23;Poland;189;148;LWB;67;74;1,9;Left;3;2;1;High; Medium;Lean (185+);Poland;Cracovia Kraków;65
238375;José Manuel Sagredo Chávez;28;Bolivia;180;168;CB;67;67;0,875;Left;3;3;1;Medium; Medium;Normal (170-185);Bolivia;Bolívar;67
238631;Luca Pascal Schnellbacher;28;Germany;180;168;ST;67;67;1;Right;3;3;1;Medium; Medium;Normal (170-185);Germany;Elversberg;64
245287;Sergio López Galache;23;Spain;179;154;RB;67;74;1,9;Right;3;2;1;High; Medium;Lean (170-185);Switzerland;Basel;69
245543;Christian Kühlwetter;26;Germany;180;174;ST;67;69;1,3;Right;3;3;1;Medium; Medium;Normal (170-185);Germany;Heidenheim;69
253223;Jhonny Raúl Quiñónez Ruiz;24;Ecuador;182;159;CDM;67;74;1,9;Right;3;2;1;Medium; Medium;Normal (170-185);Ecuador;Aucas;68
257319;Alan Virginius;19;France;175;143;RM;67;84;2,6;Right;3;3;1;Medium; Medium;Lean (170-185);France;Lille;75
231720;Quentin Braat;24;France;194;198;GK;67;72;1,2;Right;2;1;1;Medium; Medium;Normal (185+);Spain;Real Oviedo;70
251944;Joan Femenías del Salto;25;Spain;183;174;GK;67;72;1,2;Right;2;1;1;Medium; Medium;Normal (170-185);Spain;Levante;73
270889;Jonathan Arriba Monroy;20;Spain;176;161;RW;66;74;1,9;Right;3;3;1;High; Medium;Normal (170-185);Portugal;Chaves;68
248105;Virgil Eugen Ghiță;24;Romania;186;176;CB;67;73;1,5;Right;2;2;1;Medium; High;Normal (185+);Poland;Cracovia Kraków;65
188202;Yannick Thoelen;31;Belgium;188;179;GK;67;67;0,55;Right;2;1;1;Medium; Medium;Normal (185+);Belgium;Mechelen;69
211243;David González Plata;31;Spain;170;157;RM;67;67;0,85;Right;3;3;1;Medium; Medium;Normal (170-);Poland;Korona Kielce;64
230187;Narcisso Elias Morantes de Faria;22;Brazil;177;159;LB;67;67;1,1;Right;4;2;1;Medium; Medium;Normal (170-185);Brazil;Goiás;68
239403;Miguel Loureiro Ameijenda;25;Spain;175;154;RB;68;71;1,5;Right;3;3;1;Medium; Low;Normal (170-185);Spain;Lugo;67
